"","ï..ST_CASE","STATE_NAME","CITY_NAME","COUNTY_NAME","RUR_URB_NAME","TYP_INT_NAME","TWAY_ID","TWAY_ID2","HARM_EV_NAME","FATALS","DRUNK_DR","VE_TOTAL","VE_FORMS","PVH_INVL","PEDS","PERNOTMVIT","PERMVIT","PERSONS","MONTH_NAME","DAY_WEEK_NAME","WEATHER_NAME","LGT_COND_NAME","LATITUDE","LONGITUD"
"239",120909,"FLORIDA","LARGO","PINELLAS","Urban","T-Intersection","SR-686","ALT KEENE","Curb",1,0,1,1,0,0,0,2,2,"April","Friday","Cloudy","Dark - Lighted",27.9167,-82.7689
"240",120930,"FLORIDA","TARPON SPRINGS","PINELLAS","Urban","Not an Intersection","US-19","","Fell/jumped from Vehicle",1,0,2,2,0,0,0,3,3,"May","Sunday","Clear","Daylight",28.1241,-82.7399
"241",120972,"FLORIDA","Not Applicable","PINELLAS","Urban","Not an Intersection","US-19","","Motor Vehicle in Transport",1,1,4,4,0,0,0,7,7,"May","Saturday","Clear","Dark - Not Lighted",28.1019,-82.7396
"242",120980,"FLORIDA","SAINT PETERSBURG","PINELLAS","Rural","Not an Intersection","6TH ST","","Curb",1,0,1,1,0,0,0,1,1,"May","Sunday","Clear","Dark - Lighted",27.731,-82.6406
"243",121014,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","SR-686","","Pedestrian",1,0,1,1,0,1,1,1,1,"May","Tuesday","Clear","Dark - Lighted",27.9161,-82.7165
"244",121034,"FLORIDA","LARGO","PINELLAS","Urban","Four-Way Intersection","US-19","8TH AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"May","Thursday","Clear","Daylight",27.9093,-82.7877
"245",121097,"FLORIDA","Not Applicable","PINELLAS","Rural","T-Intersection","US-19","ESTANCIA BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"May","Friday","Clear","Daylight",28.0292,-82.738
"246",121106,"FLORIDA","SOUTH PASADENA","PINELLAS","Urban","Four-Way Intersection","SR-693","SAILBOAT KEY BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"June","Friday","Clear","Daylight",27.7481,-82.7452
"247",121190,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","M L KING ST","","Pedestrian",1,0,1,1,0,1,1,1,1,"May","Monday","Clear","Dark - Lighted",27.7502,-82.6465
"248",121231,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","SUNSET POINT RD","","Pedestrian",1,1,1,1,0,1,1,1,1,"March","Saturday","Cloudy","Dusk",27.99,-82.755
"249",121251,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Four-Way Intersection","70TH AVE","50TH ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"June","Thursday","Rain","Daylight",27.8355,-82.7019
"250",121264,"FLORIDA","SAINT PETERSBURG","PINELLAS","Rural","Not an Intersection","16TH ST","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"June","Thursday","Clear","Daylight",27.7916,-82.6549
"251",121269,"FLORIDA","Unknown","PINELLAS","Rural","Four-Way Intersection","SR-686","58TH ST","Pedestrian",1,0,1,1,0,1,1,1,1,"June","Tuesday","Clear","Dark - Not Lighted",27.9161,-82.7135
"252",121292,"FLORIDA","LARGO","PINELLAS","Urban","Not an Intersection","SR-501","","Pedestrian",1,0,1,1,0,1,1,2,2,"June","Saturday","Clear","Dark - Not Lighted",27.8923,-82.7458
"253",121362,"FLORIDA","Not Applicable","PINELLAS","Rural","Four-Way Intersection","CR-681","47TH AVE","Motor Vehicle in Transport",1,1,3,2,1,0,0,3,3,"June","Saturday","Clear","Dark - Lighted",27.815,-82.6713
"254",121380,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"June","Tuesday","Clear","Dark - Lighted",27.8016,-82.6794
"255",121387,"FLORIDA","SEMINOLE","PINELLAS","Rural","Not an Intersection","CR-694","","Curb",1,1,1,1,0,0,0,1,1,"June","Tuesday","Clear","Dark - Not Lighted",27.8419,-82.7954
"256",121404,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","I-275","","Motor Vehicle in Transport",3,1,2,2,0,0,0,5,5,"July","Friday","Clear","Dark - Lighted",27.9152,-82.6187
"257",121504,"FLORIDA","Not Applicable","PINELLAS","Urban","Not an Intersection","SR-600","","Immersion or Partial Immersion",3,1,1,1,0,0,0,3,3,"March","Thursday","Clear","Dark - Not Lighted",27.8642,-82.6399
"258",121506,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","SR-60","","Pedestrian",1,0,2,2,0,1,1,4,4,"June","Tuesday","Cloudy","Dark - Lighted",27.9608,-82.7897
"259",121510,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Not an Intersection","SR-55","","Motor Vehicle in Transport",1,1,2,2,0,0,0,3,3,"July","Tuesday","Clear","Dark - Lighted",27.8545,-82.6948
"260",121565,"FLORIDA","CLEARWATER","PINELLAS","Urban","Four-Way Intersection","S BELCHER RD","GULF TO BAY BLVD","Motor Vehicle in Transport",1,1,3,3,0,0,0,3,3,"June","Tuesday","Clear","Dark - Lighted",27.9605,-82.7461
"261",121597,"FLORIDA","SAINT PETE BEACH","PINELLAS","Urban","Not an Intersection","75TH AVE","SUNSET WAY","Curb",1,1,1,1,0,0,0,2,2,"July","Thursday","Clear","Dark - Lighted",27.7406,-82.7533
"262",121630,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","54TH AVE","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"August","Sunday","Rain","Daylight",27.8213,-82.6399
"263",121633,"FLORIDA","DUNEDIN","PINELLAS","Urban","Not an Intersection","CURLEW RD","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"August","Friday","Cloudy","Daylight",28.0523,-82.7772
"264",121696,"FLORIDA","Not Applicable","PINELLAS","Rural","T-Intersection","KERNWOOD CT","KNOB VIEW WAY","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"July","Saturday","Clear","Dark - Lighted",28.1265,-82.7121
"265",121744,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","US-19 NORTH","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"August","Wednesday","Clear","Daylight",27.9465,-82.7301
"266",121779,"FLORIDA","Not Applicable","PINELLAS","Rural","Four-Way Intersection","SR-586","COUNTRYSIDE BOULEVARD","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"August","Monday","Clear","Daylight",28.049,-82.7183
"267",121784,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","I-275","","Rollover/Overturn",1,0,1,1,0,0,0,2,2,"April","Monday","Clear","Daylight",27.8136,-82.6645
"268",121790,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","DR MARTIN LUTHER KING JR ST","","Motor Vehicle in Transport",1,1,2,2,0,0,0,3,3,"April","Tuesday","Clear","Dark - Lighted",27.7545,-82.6465
"269",121794,"FLORIDA","Not Applicable","PINELLAS","Rural","Four-Way Intersection","28TH ST","41ST AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"August","Tuesday","Clear","Dark - Not Lighted",27.8092,-82.6713
"270",121809,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","SR-686","","Pedestrian",1,0,1,1,0,1,1,1,1,"August","Tuesday","Clear","Dark - Lighted",27.9161,-82.7162
"271",121810,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not Reported","34TH ST","5TH AVE","Non-Motorist on Personal Conveyance",1,0,1,1,0,1,1,1,1,"August","Monday","Clear","Dark - Lighted",27.7771,-82.6793
"272",121811,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","SR-699","","Pedestrian",1,0,1,1,0,1,1,1,1,"August","Wednesday","Clear","Daylight",27.9428,-82.8359
"273",121827,"FLORIDA","LARGO","PINELLAS","Rural","Four-Way Intersection","CR-321","8TH AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"August","Friday","Clear","Daylight",27.9094,-82.7963
"274",121852,"FLORIDA","TREASURE ISLAND","PINELLAS","Trafficway Not in State Inventory","Not an Intersection","BAYSHORE BLVD","","Pedestrian",1,0,1,1,0,1,1,1,1,"August","Friday","Clear","Daylight",27.7457,-82.7586
"275",121867,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","T-Intersection","DR MARTIN LUTHER KING JR ST","JAMES AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"April","Saturday","Clear","Dark - Lighted",27.7598,-82.6466
"276",121911,"FLORIDA","KENNETH CITY","PINELLAS","Urban","Not an Intersection","49TH AVE","","Fell/jumped from Vehicle",1,0,1,1,0,0,0,3,3,"May","Sunday","Clear","Daylight",27.8159,-82.7195
"277",121917,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","SR-600","","Rollover/Overturn",1,0,3,3,0,0,0,3,3,"September","Friday","Cloudy","Daylight",27.8732,-82.6055
"278",121962,"FLORIDA","PINELLAS PARK","PINELLAS","Rural","T-Intersection","SR-694","40TH ST","Motor Vehicle in Transport",1,1,2,2,0,0,0,3,3,"August","Sunday","Clear","Dark - Lighted",27.8393,-82.6878
"279",121986,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","CR-611","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Monday","Clear","Daylight",27.9203,-82.6985
"280",122053,"FLORIDA","DUNEDIN","PINELLAS","Urban","Not an Intersection","PATRICIA AVE","","Pedestrian",1,0,1,1,0,1,1,2,2,"May","Saturday","Clear","Daylight",28.016,-82.7756
"281",122054,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","I-275 RAMP","","Tree (Standing Only)",1,0,1,1,0,0,0,2,2,"September","Thursday","Cloudy","Daylight",27.7583,-82.6753
"282",122057,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","I-275 RAMP","ULMERTON RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"September","Monday","Clear","Daylight",27.8974,-82.6413
"283",122060,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","18TH AVE","","Pedestrian",1,0,1,1,0,1,1,1,1,"September","Sunday","Clear","Dark - Lighted",27.7519,-82.6767
"284",122078,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","CR-296","109TH AVE","Motor Vehicle in Transport",3,1,2,2,0,0,0,3,3,"September","Wednesday","Clear","Dark - Lighted",27.8724,-82.767
"285",122097,"FLORIDA","Not Applicable","PINELLAS","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"September","Saturday","Clear","Dark - Lighted",27.8175,-82.6795
"286",122122,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","SR-60","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Sunday","Clear","Dark - Lighted",27.9606,-82.7675
"287",122133,"FLORIDA","CLEARWATER","PINELLAS","Urban","T-Intersection","DREW ST","BETTY LN N","Pedalcyclist",1,0,1,1,0,1,1,1,1,"September","Saturday","Clear","Daylight",27.9681,-82.7843
"288",122137,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","SR-60","SKY HARBOR DR","Motor Vehicle in Transport",1,0,2,2,0,0,0,6,6,"September","Saturday","Clear","Dark - Lighted",27.9606,-82.7228
"289",122138,"FLORIDA","LARGO","PINELLAS","Urban","Not an Intersection","SR-688 ULMERTON RD","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"September","Friday","Clear","Daylight",27.8942,-82.7581
"290",122164,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","5TH AVE","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Saturday","Clear","Dark - Lighted",27.7773,-82.6693
"291",122167,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Four-Way Intersection","70TH AVE","40TH LANE","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"September","Friday","Clear","Daylight",27.8355,-82.6877
"292",122237,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","CR-611","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Tuesday","Clear","Dark - Lighted",27.8258,-82.6997
"293",122247,"FLORIDA","GULFPORT","PINELLAS","Rural","Four-Way Intersection","CR-611","JERSEY AVE","Fell/jumped from Vehicle",1,0,2,2,0,0,0,2,2,"September","Thursday","Rain","Dark - Lighted",27.7596,-82.6998
"294",122248,"FLORIDA","KENNETH CITY","PINELLAS","Urban","Not an Intersection","54TH AVE","","Pedestrian",1,0,2,2,0,1,1,4,4,"October","Thursday","Cloudy","Dark - Lighted",27.821,-82.709
"295",122255,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","SR-60","","Pedestrian",1,0,1,1,0,1,1,1,1,"September","Thursday","Rain","Dark - Lighted",27.9604,-82.7447
"296",122283,"FLORIDA","CLEARWATER","PINELLAS","Urban","T-Intersection","GULF BAY AVE","DAMASCUS RD","Motor Vehicle in Transport",1,0,4,4,0,0,0,11,11,"September","Sunday","Clear","Dusk",27.9611,-82.6981
"297",122287,"FLORIDA","DUNEDIN","PINELLAS","Urban","Four-Way Intersection","SR-586","US-19","Curb",1,1,1,1,0,0,0,1,1,"October","Sunday","Clear","Dark - Lighted",28.0496,-82.7805
"298",122294,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","4TH ST","","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"October","Saturday","Clear","Dark - Lighted",27.7935,-82.6385
"299",122349,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","I-275","","Guardrail Face",1,1,1,1,0,0,0,1,1,"October","Wednesday","Clear","Dark - Lighted",27.8505,-82.6636
"300",122381,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","49TH ST","","Curb",1,1,1,1,0,0,0,1,1,"October","Friday","Clear","Dark - Lighted",27.7934,-82.7006
"301",122407,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","I-175","","Concrete Traffic Barrier",1,1,1,1,0,0,0,2,2,"November","Sunday","Clear","Daylight",27.7683,-82.6577
"302",122408,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","9TH AVE","","Motor Vehicle in Transport",1,0,2,2,0,1,1,3,3,"November","Tuesday","Clear","Daylight",27.7809,-82.693
"303",122434,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","I-275","","Rollover/Overturn",1,0,2,2,0,0,0,2,2,"November","Tuesday","Clear","Daylight",27.716,-82.6793
"304",122606,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Four-Way Intersection","66TH ST","30TH AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Monday","Clear","Dark - Lighted",27.799,-82.7284
"305",122607,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Unknown","34TH ST","15TH AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Friday","Clear","Dusk",27.7557,-82.6793
"306",122638,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","I-275","","Guardrail Face",1,1,1,1,0,0,0,2,2,"December","Monday","Clear","Dark - Lighted",27.7855,-82.6611
"307",122648,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","54TH AVE","","Tree (Standing Only)",1,1,1,1,0,0,0,3,3,"December","Tuesday","Clear","Dark - Lighted",27.7189,-82.6838
"308",122658,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","US-19 N","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Saturday","Clear","Dark - Lighted",28.1005,-82.7396
"309",122723,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Four-Way Intersection","5TH AVE","29TH ST","Pedestrian",1,1,1,1,0,1,1,1,1,"December","Saturday","Clear","Dusk",27.7772,-82.6726
"310",122749,"FLORIDA","CLEARWATER","PINELLAS","Urban","Four-Way Intersection","KEENE RD","DRUID RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Wednesday","Clear","Daylight",27.9569,-82.7625
"311",122786,"FLORIDA","Not Applicable","PINELLAS","Rural","Not an Intersection","CR-296","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Tuesday","Clear","Dark - Lighted",27.8651,-82.7792
"312",122853,"FLORIDA","TARPON SPRINGS","PINELLAS","Urban","Not an Intersection","MARTIN LUTHER KING JR DR","","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Friday","Clear","Dark - Lighted",28.1413,-82.742
"313",122864,"FLORIDA","LARGO","PINELLAS","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Monday","Clear","Dark - Lighted",27.913,-82.7298
"314",122937,"FLORIDA","Not Applicable","PINELLAS","Rural","T-Intersection","28TH ST","50TH AVE","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"June","Wednesday","Cloudy","Daylight",27.8174,-82.6713
"315",122969,"FLORIDA","CLEARWATER","PINELLAS","Urban","Not an Intersection","FAIRMONT ST","","Utility Pole/Light Support",1,0,1,1,0,0,0,1,1,"December","Thursday","Clear","Dark - Lighted",27.9827,-82.7902
"316",122970,"FLORIDA","CLEARWATER","PINELLAS","Urban","Four-Way Intersection","MISSOURI AVE","JEFFORDS ST","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Thursday","Clear","Daylight",27.9535,-82.7875
"317",122971,"FLORIDA","SEMINOLE","PINELLAS","Urban","Not an Intersection","SR-66","","Rollover/Overturn",1,1,1,1,0,0,0,1,1,"December","Wednesday","Clear","Dark - Lighted",27.813,-82.7875
"318",122987,"FLORIDA","KENNETH CITY","PINELLAS","Rural","Not an Intersection","66TH ST","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Saturday","Clear","Dark - Lighted",27.8148,-82.7284
"319",123033,"FLORIDA","SAINT PETERSBURG","PINELLAS","Rural","Not an Intersection","7TH ST","","Pedestrian",1,0,1,1,0,1,1,1,1,"August","Tuesday","Clear","Dusk",27.7881,-82.6425
"320",123039,"FLORIDA","PINELLAS PARK","PINELLAS","Rural","T-Intersection","SR-693","90TH AVE","Motor Vehicle in Transport",2,0,2,2,0,0,0,4,4,"November","Friday","Clear","Daylight",27.8537,-82.7286
"321",123044,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Four-Way Intersection","122ND AVE","46TH ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"December","Tuesday","Clear","Daylight",27.8828,-82.6962
"322",123050,"FLORIDA","PINELLAS PARK","PINELLAS","Urban","Not an Intersection","US-19","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"October","Friday","Clear","Dark - Not Lighted",27.8518,-82.6926
"323",123053,"FLORIDA","PINELLAS PARK","PINELLAS","Rural","Four-Way Intersection","SR-694","43RD ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"October","Wednesday","Clear","Daylight",27.8391,-82.6918
"324",123054,"FLORIDA","PINELLAS PARK","PINELLAS","Rural","Not an Intersection","SR-694","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Thursday","Clear","Dark - Not Lighted",27.8391,-82.6956
"325",123087,"FLORIDA","SAINT PETERSBURG","PINELLAS","Urban","Not an Intersection","16TH ST","","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Wednesday","Clear","Dark - Lighted",27.7569,-82.6548
"326",120047,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-52","SECRETARIAT ROAD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"January","Monday","Clear","Daylight",28.3226,-82.458
"327",120072,"FLORIDA","Not Applicable","PASCO","Rural","T-Intersection","US-41","LEONARD ROAD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"January","Friday","Clear","Daylight",28.1888,-82.4663
"328",120085,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","KITTEN TRL","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"January","Wednesday","Cloudy","Daylight",28.3736,-82.623
"329",120127,"FLORIDA","Not Applicable","PASCO","Rural","Four-Way Intersection","US-301","CHANCEY RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"January","Tuesday","Cloudy","Daylight",28.2081,-82.1853
"330",120136,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","CR-1","","Utility Pole/Light Support",2,1,1,1,0,0,0,2,2,"January","Saturday","Rain","Dark - Not Lighted",28.3638,-82.6661
"331",120143,"FLORIDA","Not Applicable","PASCO","Rural","Four-Way Intersection","SR-54","TRINITY BLVD","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"January","Wednesday","Rain","Daylight",28.1905,-82.614
"332",120169,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","CR-1","","Guardrail Face",1,0,1,1,0,0,0,1,1,"February","Wednesday","Clear","Dusk",28.3983,-82.6583
"333",120176,"FLORIDA","PORT RICHEY","PASCO","Urban","Not an Intersection","US-19","","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"February","Monday","Clear","Dark - Lighted",28.2829,-82.7158
"334",120359,"FLORIDA","Not Applicable","PASCO","Urban","T-Intersection","NEW YORK AVE","HICKS ROAD","Other Object (Not Fixed)",1,1,1,1,0,0,0,1,1,"February","Sunday","Clear","Dark - Not Lighted",28.375,-82.6497
"335",120446,"FLORIDA","Not Applicable","PASCO","Urban","Four-Way Intersection","US-19","SCENIC DR","Pedalcyclist",1,0,1,1,0,1,1,1,1,"January","Friday","Clear","Dark - Lighted",28.298,-82.7069
"336",120447,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"January","Thursday","Clear","Dark - Lighted",28.1854,-82.7401
"337",120466,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-52","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"January","Friday","Clear","Dark - Not Lighted",28.3391,-82.6188
"338",120469,"FLORIDA","Not Applicable","PASCO","Urban","Four-Way Intersection","US-19","BONITA RD","Pedestrian",1,0,1,1,0,1,1,1,1,"February","Saturday","Clear","Dark - Lighted",28.188,-82.74
"339",120474,"FLORIDA","Not Applicable","PASCO","Rural","Four-Way Intersection","SR-54","US-41","Pedestrian",1,0,1,1,0,1,1,1,1,"January","Saturday","Rain","Dark - Lighted",28.1916,-82.4655
"340",120490,"FLORIDA","ZEPHYRHILLS","PASCO","Urban","T-Intersection","COPELAND DR","CR-535","Pedalcyclist",1,0,1,1,0,1,1,1,1,"March","Tuesday","Clear","Daylight",28.2088,-82.1661
"341",120496,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","5TH ST","ESTATE DR","Pedestrian",1,0,1,1,0,1,1,1,1,"February","Wednesday","Clear","Daylight",28.2299,-82.7109
"342",120671,"FLORIDA","Not Applicable","PASCO","Urban","T-Intersection","US-41","LEONARD RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"April","Friday","Clear","Daylight",28.1886,-82.4663
"343",120698,"FLORIDA","Not Applicable","PASCO","Rural","T-Intersection","SR-52","POINT BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"March","Wednesday","Clear","Daylight",28.3313,-82.6366
"344",120734,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","PASCO RD","","Fence",1,0,1,1,0,0,0,1,1,"April","Sunday","Clear","Daylight",28.1891,-82.3778
"345",120758,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","US-41","SWANS LANDING DR","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"April","Tuesday","Clear","Daylight",28.2092,-82.4619
"346",120779,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-581","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"April","Friday","Clear","Dark - Not Lighted",28.1931,-82.3534
"347",120811,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-54","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"April","Saturday","Clear","Daylight",28.186,-82.407
"348",120860,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","CR-41","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"April","Sunday","Clear","Daylight",28.407,-82.2257
"349",120862,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","US-19 ALT SR-595","","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"April","Thursday","Clear","Daylight",28.178,-82.7448
"350",120880,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-52","","Pedestrian",1,0,1,1,0,1,1,1,1,"April","Monday","Clear","Dark - Not Lighted",28.329,-82.5841
"351",120982,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"May","Thursday","Clear","Dark - Lighted",28.2241,-82.7339
"352",120983,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","STARKEY BLVD","","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"May","Wednesday","Clear","Dark - Not Lighted",28.2287,-82.644
"353",120984,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","ZIMMERMAN RD","","Fell/jumped from Vehicle",1,0,1,1,0,0,0,2,2,"May","Monday","Clear","Dark - Not Lighted",28.3296,-82.691
"354",121006,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","COUNTY LINE RD","","Pedestrian",1,0,1,1,0,1,1,1,1,"May","Wednesday","Clear","Daylight",28.1712,-82.3925
"355",121085,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","CR-577","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"May","Saturday","Clear","Daylight",28.3905,-82.2911
"356",121092,"FLORIDA","Not Applicable","PASCO","Rural","Four-Way Intersection","SR-54","CR-579","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"May","Thursday","Clear","Daylight",28.2188,-82.2462
"357",121112,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-19","","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"May","Tuesday","Clear","Daylight",28.3441,-82.6991
"358",121152,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-19","","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"May","Sunday","Clear","Daylight",28.3221,-82.6992
"359",121193,"FLORIDA","NEW PORT RICHEY","PASCO","Urban","Four-Way Intersection","US-19","MARINE PKWY","Motor Vehicle in Transport",1,0,2,2,0,0,0,6,6,"April","Sunday","Clear","Dark - Lighted",28.2322,-82.7297
"360",121210,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"May","Friday","Clear","Dark - Lighted",28.3241,-82.6992
"361",121214,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","SR-52","","Curb",1,0,1,1,0,0,0,1,1,"June","Thursday","Clear","Daylight",28.3317,-82.6336
"362",121220,"FLORIDA","Not Applicable","PASCO","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"June","Saturday","Cloudy","Dark - Lighted",28.3656,-82.6918
"363",121246,"FLORIDA","Not Applicable","PASCO","Rural","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,5,5,0,0,0,5,5,"June","Wednesday","Clear","Daylight",28.2278,-82.361
